,ch_name
6116,新芽黄
6117,黑色【套装】
6118,麦田黄
6119,灰燕麦
6120,夜雷黑
6121,花赤红
6122,红色毛衣
6123,深兰色
6124,黑色【长袖】
6125,深蓝色（9806）
6126,浅蓝色（9806）
6127,深棕色系
6128,杏色背带裤
6129,粉色背带裤
6130,条纹灰
6131,优雅黑色
6132,优雅咖色
6133,玫红色卫衣
6134,咖啡色（90-130）
6135,军绿色两件套
6136,黑色马甲+白色T恤
6137,条纹马甲+白色T恤
6138,黄色上衣+黑色短裙
6139,黑色衬衣
6140,枣红衬衣
6141,栗咖
6142,紫色西装外套
6143,咖色西装外套
6144,雏菊.蓝
6145,雏菊.粉
6146,蓝裤
6147,白底红花
6148,白底蓝花
6149,蝙蝠袖军绿
6150,蝙蝠袖米色
6151,粉底蓝花
6152,蓝底红花
6153,卡其色西装+短裙
6154,黑色西装+短裙
6155,青芥绿D4043
6156,深藏青E8960
6157,蓝灰套装
6158,红灰套装
6159,灰底黄花
6160,米底橙花
6161,玉米黄
6162,16浅棕
6163,米色连衣裙
6164,香芋紫色连衣裙
6165,9919款红色
6166,9918款湖蓝色
6167,YM18001黑色
6168,YM18001米白色
6169,YM18001军绿色
6170,嫩粉色80%羊毛
6171,浅驼色80%羊毛
6172,咖色豹纹衬衫单件
6173,黑色吊带单件
6174,镜面艳红
6175,镜面宝蓝
6176,油面月光灰
6177,镜面白
6178,油面黑
6179,暗桃粉
6180,60565橙色+6712白橙色
6181,60565白色+6712黑色
6182,60565红色+6712白红色
6183,60565黄色+6712白黄色
6184,60565蓝色+6712白蓝色
6185,杏白色套装
6186,黑色【外套+裤子套装】
6187,白色【外套+裤子套装】
6188,橙色上衣+杏色短裤
6189,绿色上衣+杏色短裤
6190,米白色（真毛领）
6191,白色长裙
6192,红色长裙
6193,深灰色卫衣+黑色裤子
6194,白色卫衣+浅灰色裤子
6195,灰色开衫毛衣
6196,杏色开衫毛衣
6197,黑色牛仔裤+黑色衬衫
6198,白色（有里布）
6199,P01深紫
6200,E01深灰
6201,蓝青色小西装
6202,卡其色小西装
6203,加绒粉红色
6204,加绒黑色
6205,藏青外套
6206,紫子裙
6207,黑色百褶裙
6208,灰色百褶裙
6209,浣碧蓝
6210,绛珠红
6211,浅米灰
6212,军咖色
6213,泳池蓝（34）
6214,墨黑（33）
6215,米黄色（裙子）
6216,蓝色（裙子）
6217,鸢尾蓝黑
6218,绿色组
6219,绿色格子
6220,韩兰色
6221,彩蓝色
6222,粉桃红
6223,酒红色碎花
6224,黑色（送皮带）
6225,灰色（送皮带）
6226,兰披肩+藏青裙
6227,白披肩+蓝色裙
6228,白披肩+绿色裙
6229,黑披肩+白色裙
6230,MM230杏色
6231,MM230蓝色
6232,浅蓝色牛仔裤
6233,粉条纹西装
6234,黄条纹西装
6235,深蓝条纹西装
6236,红花-M23
6237,S54-蓝色-I54
6238,玫红迷彩套装
6239,迷彩套装
6240,黑色卫衣裤
6241,藏蓝上衣
6242,风尚绿
6243,2114-橘蓝渐变
6244,2114-灰红渐变
6245,2114-绿黄渐变
6246,焦糖色三件套
6247,雾霾兰色
6248,酒红花色
6249,紫花色
6250,绿红花色
6251,山楂红
6252,曲奇色
6253,紫底色花
6254,中铁蓝
6255,黑色裙子+白色马甲
6256,白色裙子+杏色马甲
6257,白色上衣+格子半身裙
6258,黑色上衣+格子半身裙
6259,红色波点配头巾
6260,黄色波点配头巾
6261,浅粉色长袖衬衫
6262,灰蓝色长袖衬衫
6263,橄榄绿色长袖衬衫
6264,青花瓷色
6265,红色【短袖款】
6266,红色牛仔外套
6267,白色牛仔外套
6268,上衣+杏色裤子
6269,上衣+黑色裤子
6270,藏青条
6271,吊带上衣+黑色短裤
6272,条纹上衣+白色短裤
6273,樱花绿
6274,（加绒-蓝色）
6275,（加绒-黑色）
6276,蓝色格子外套+灰色裙子
6277,粉色格子上衣+粉色裙子
6278,杏色804
6279,633松针绿
6280,可可色
6281,红色上衣+半身裙
6282,粉色上衣+半身裙
6283,浅橘
6284,红色系
6285,赭石色
6286,闭裆灰色
6287,闭裆粉色
6288,闭裆黑色
6289,闭裆紫色
6290,闭裆白色
6291,2020深蓝
6292,2020浅蓝
6293,蓝色U1
6294,军绿K1
6295,酒红《春秋薄款》
6296,黑《春秋薄款》
6297,黄衣黄裤套装
6298,黄衣白裤套装
6299,蓝衣白裤套装
6300,黑色上衣+裙
6301,白色上衣+裙
6302,卡其上衣+卡其背带裤
6303,桔色上衣+黑色背带裤
6304,黑色【毛呢】
6305,红色【毛呢】
6306,石灰兰
6307,粉红色包裙
6308,黑色系2
6309,黑马甲+灰裙
6310,灰马甲+黑裙
6311,迷彩色
6312,黑色月季花
6313,紫色月季花
6314,5856绿色
6315,酱红
6316,清新绿
6317,红豆色
6318,【单件】蓝色
6319,【单件】绿色
6320,粉色+黑色
6321,藕粉色套装加吊带
6322,黑色套装加吊带
6323,黑色上衣+白色背肩裤
6324,白色上衣+牛仔背肩裤
6325,米瓷71
6326,亮粉色
6327,亮银色
6328,亮蓝色
6329,水绿
6330,米底红点
6331,米底黑点
6332,【套装】藕粉色（现货）
6333,【套装】砖红色（现货）
6334,赵本山同款黑色
6335,赵本山同款深蓝色
6336,黄色单件西装
6337,罗宾蓝
6338,高雅紫
6339,桃子粉
6340,5458红色+6820黑色
6341,5458黑色+6820白色
6342,黑色背心裙+米白色衬衣
6343,灰色背心裙+米白色衬衣
6344,黑色上衣+蕾丝披肩+棕色半身裙
6345,蓝色上衣+蕾丝披肩+黑色半身裙
6346,孤帆本白W103
6347,然乌黑B503
6348,白色针织衫
6349,浅紫色针织衫
6350,红杏873
6351,冰蓝
6352,米色+黑色（套装）
6353,黄色+白色（套装）
6354,黑色+白色（套装）
6355,条纹衬衫领卡其色
6356,条纹衬衫领驼色
6357,蓝色上衣+白色套装裙子
6358,白色上衣+黑色套装裙子
6359,橘裤子
6360,B51黑色
6361,B51粉色
6362,糙白8003
6363,寻文绿4275
6364,绿底花套装
6365,蓝格话套装
6366,红底花套装
6367,奶茶
6368,浅果绿
6369,逸蓝色
6370,云朵白8211
6371,硕士黑8500
6372,桃色1409
6373,蔷薇紫6119
6374,涛9131-黑色
6375,涛9131-黄色
6376,琳310-灰色
6377,涛9131-红色
6378,涛9131-白色
6379,363#白色
6380,0311银边黑色（春秋款）
6381,0310白边灰色（春秋款）
6382,0310白边粉色（春秋款）
6383,0310白边黑色（春秋款）
6384,0317彩边黑色（春秋款）
6385,亚特蓝
6386,咖啡格西装
6387,浅灰格西装
6388,F0E1-条纹
6389,P5D9-花色
6390,长袖米黄色
6391,橘色上衣+白色短裙
6392,粉色吊带裙
6393,紫藤色
6394,黄色x黑色
6395,1809-1黑色
6396,1809-1白色
6397,A-2338白色
6398,A-2338黄色
6399,A-2338黑色
6400,气质杏
6401,复古酒红
6402,粉色25
6403,乳白色64
6404,菊粉
6405,白色长袖+黑色半身裙
6406,白色长袖+灰色半身裙
6407,淡红
6408,单件蓝色条纹中袖西装
6409,单件彩格中袖西装
6410,单件灰白格中袖西装
6411,米色斜纹
6412,空气蓝色
6413,甜椒红
6414,荧光黄
6415,粉色套装（毛衣+半身裙）
6416,驼色套装（毛衣+半身裙）
6417,香槟色半裙
6418,粉色（绣花款）
6419,蓝色（绣花款）
6420,白色（绣花款）
6421,黑色上衣+黑色长裤
6422,白色上衣+白色长裤
6423,酒红毛衣开衫
6424,焦糖色【夹棉加厚】
6425,红咖色
6426,P0T2-花色
6427,G585-红色
6428,JBLK-黑色
6429,百搭杏
6430,明亮橘
6431,白色中袖外套+白色短裤
6432,蓝色中袖外套+蓝色短裤
6433,HQX989红色
6434,HQX989藏蓝色
6435,黑色长裙加开衫（两件套）
6436,蓝色长裙加开衫（两件套）
6437,深豆沙红+米底红黑图裤
6438,黄色+黄蓝底红花裤
6439,灰白T恤+灰色裤子
6440,绿灰色
6441,灰黄
6442,蓝黄
6443,酒红110
6444,O10粉橙色
6445,珊瑚粉色
6446,豆沙粉裤子
6447,(单件)蓝色衬衫
6448,(单件)白色衬衫
6449,黑色上衣+卡其裤
6450,白色上衣+黑色裤
6451,内搭背心白
6452,外穿长袖黑色
6453,外穿长袖灰色
6454,9139黑色
6455,9139黄色
6456,31黄色
6457,91米色
6458,80黑色
6459,黑色网纱
6460,0155_肉粉底印花
6461,0815_黑底印花
6462,果酱红
6463,升级版黑色
6464,升级版米白色
6465,蓝格子衬衣
6466,红格子衬衣
6467,藏青色【爆款补货】
6468,红色萝卜裤
6469,白色吊带+开衫
6470,蓝色长袖
6471,粉色长袖
6472,条纹上衣+背带裙
6473,酒红色西装+阔腿短裤【今日拍下送吊带】
6474,薄荷蓝西装+阔腿短裤【今日拍下送吊带】
6475,杏色【商城优质款】
6476,713绿色
6477,白色【商城优质款】
6478,713白色黑色边
6479,713白色墨绿边
6480,黑色【商城优质款】
6481,粉红色【商城优质款】
6482,睡莲兰5023
6483,荧粉西柚2067
6484,嫩黄色3082
6485,39藏青
6486,黑色单件衬衫
6487,白色单件衬衫
6488,橘色+橘短裤+白T
6489,绿色+绿短裤+白T
6490,黑衣+黑短裤+白T
6491,单黑T
6492,单卡其马甲
6493,KK-8235杏色
6494,KK-8235黑色
6495,桔色+黑色
6496,073深米色
6497,麻本
6498,卡其杏色
6499,红格子色
6500,9385米杏色
6501,军绿9385
6502,黑色9385
6503,绿色（送裹胸）
6504,杏色（送裹胸）
6505,粉色（送裹胸）
6506,黑色（送裹胸）
6507,绿色上衣+绿色裤子
6508,两粒扣棕色格子西装
6509,两粒扣灰色格子西装
6510,单件紫色衬衫
6511,单件粉色衬衫
6512,灰色短款工装外套
6513,白色短款工装外套
6514,大6印花版
6515,灰色牛仔短裤
6516,218红色
6517,218灰色
6518,珠光白
6519,粉衣+粉裙
6520,白衣+白裙
6521,8614白色
6522,8614黑色
6523,本黑
6524,粉色休闲裤
6525,紫色针织衫
6526,D-KLN190117-1-玫红色
6527,D-KLN190117-1-墨绿色
6528,红+黑色
6529,黑格中袖西装+黑格西裤
6530,白格中袖西装+白格西裤
6531,黑色镂空衬衫
6532,白色镂空衬衫
6533,雅杏色
6534,芋紫色
6535,香芋粉D6051
6536,酒红色D6050
6537,黑色E9000
6538,深灰格西装
6539,白色涂鸦小熊印T恤
6540,黑色涂鸦小熊印T恤
6541,白色黑边
6542,白色蓝边
6543,白色绿边
6544,绿雪纺衫
6545,白雪纺衫
6546,藕雪纺衫
6547,蓝雪纺衫
6548,rh8522黑条纹
6549,rh8522红条纹
6550,黑+白色
6551,黑+黄色
6552,蓝+紫色
6553,浅绿咖
6554,半漂白（实物相同，批次不同）
6555,紫色T恤+牛仔半身裙
6556,白色T恤+牛仔半身裙
6557,糯米白
6558,雾霾驼
6559,粉色（预售7天发）
6560,藏蓝色（预售7天发）
6561,8884杏色
6562,8894白色
6563,8884粉红色
6564,粉红色短袖短裙
6565,蓝白短袖短裙
6566,黑色上衣+橙灰色裤子
6567,蓝色上衣+灰色裤子
6568,60435粉色
6569,60109黑色
6570,蓝色【外套2020年新款女】
6571,焦糖色【胖妹妹上衣宽松遮肚子】
6572,松雪红
6573,酒红色+黑裙
6574,黑色+黑裙
6575,白色+黑裙
6576,绿色波点
6577,砖红色波点
6578,紫袖
6579,绿格单外套
6580,灰格单外套
6581,杏格单外套
6582,粉绿
6583,米白色上衣+卡其色裤子
6584,黑色上衣+卡其色裤子
6585,针织衫蓝色
6586,针织衫白色
6587,白针织衫
6588,粉针织衫
6589,绿针织衫
6590,62419白色上衣
6591,61370黑色裤子
6592,漂白-平纹
6593,本白-皱棉
6594,雾兰
6595,【裸粉色】无配饰
6596,【白色】无配饰
6597,卡其色3877
6598,PG提花蓝
6599,PI提花黑
6600,杏色连衣裙+黑色马甲
6601,藏蓝色连衣裙+藏青色马甲
6602,米白色（送白吊带）
6603,桔色（送黑吊带）
6604,蓝色（送黑吊带）
6605,白色波点
6606,2079红格子套装
6607,2079咖格子套装
6608,2080酒红套装
6609,白色外搭
6610,拼接西装白色裤子
6611,拼接西装蓝色裤子
6612,蓝T恤+白裤子
6613,黄T恤+白裤子
6614,浅蓝色衬衫
6615,粉米色
6616,清仓价-蓝色
6617,清仓价-黄色
6618,YKL90688白花（上衣+裤子+外套）
6619,YKL90688黑花（上衣+裤子+外套）
6620,YKL90688红花（上衣+裤子+外套）
6621,米白色雪花
6622,天蓝雪花
6623,雾霾蓝雪花
6624,杏色上衣+绿色半身裙
6625,红色上衣+白色半身裙
6626,黄色上衣+白色半身裙
6627,浅灰天蓝色
6628,单件白
6629,单件黑
6630,单件红
6631,绛红
6632,黑色开衫
6633,深蓝牛仔裤
6634,黑色【现货】
6635,咖色【现货】
6636,蓝上衣+银灰裤
6637,米卡
6638,红色【送桃心】
6639,蓝色【送桃心】
6640,欧水绿
6641,浅灰兰
6642,普拉砂红
6643,红色（不带头饰）
6644,白色（不带头饰）
6645,神秘灰
6646,单件豆沙绿衬衫
6647,单件红色衬衫
6648,单件蓝色衬衫
6649,焦糖格
6650,紫格子
6651,米色套装
6652,香槟金
6653,黑色上衣+深灰色半身裙
6654,杏色上衣+奶茶杏色半身裙
6655,[X]浅灰、麻灰、银色
6656,[T]藏青
6657,单件粉色连衣裙
6658,单件咖色连衣裙
6659,薄雾蓝
6660,灰色格子
6661,米其
6662,207红色
6663,207蓝色
6664,卡其裤
6665,粉色短袖连衣裙
6666,深蓝色短袖连衣裙
6667,绿色短袖连衣裙
6668,黑色+吊带
6669,杏色+吊带
6670,15061短袖黑色长裤套装
6671,15061短袖灰色长裤套装
6672,绿条
6673,粉衣+粉裙+开档T裤160_
6674,银（长裙+T裤）
6675,白衣+蓝裙+开档T裤_160_
6676,紫衣+紫裙+开档T裤160_
6677,白色外套+西裙
6678,蓝色针织衫
6679,黑色衬衣+香槟色半身裙
6680,黄色衬衣+白色半身裙
6681,白色衬衫+黑色连衣裙
6682,杏色衬衫+黑色连衣裙
6683,蓝色（长袖-不加绒）
6684,桔色（长袖-不加绒）
6685,浅紫15
6686,卡其16
6687,红色开衫
6688,杏白色开衫
6689,D-LTT20279--黑棕色
6690,D-LTT20279--枣红色
6691,HT1019-浅蓝色
6692,HT1019-深蓝色
6693,碳灰色
6694,桔衣+黄裙
6695,珊瑚橘
6696,蓝色波点
6697,杏色波点
6698,单件卡其色条纹西装
6699,单件灰色条纹西装
6700,抹茶绿-353#-加绒加厚
6701,卡其色-1824#常规外套
6702,粉红色【字母卫衣】
6703,蓝色【字母卫衣】
6704,灰色【字母卫衣】
6705,藕色【送吊带】
6706,宝蓝色【送吊带】
6707,CH08#浅湖蓝
6708,CB01#黑色
6709,101浅紫色
6710,咖色马甲
6711,中粉色
6712,（藏青）毛呢
6713,红色大衣
6714,白衣锈红裤
6715,灰衣米裤
6716,O41肉桂咖格
6717,L01灰豆绿格
6718,白色上衣+黑裤子
6719,黑色上衣+灰裤子
6720,灰蓝西装
6721,深灰西装
6722,浅灰西装
6723,KP#554黑色
6724,KP#554酒红色
6725,灰色三件套
6726,杏色西装外套
6727,卡其色1
6728,024灰色
6729,黑色毛衣开衫+深色牛仔裤
6730,杏色毛衣开衫+浅色牛仔裤
6731,黑外套
6732,藕紫色
6733,白色西装裙
6734,藏青西装裙
6735,图白色
6736,图灰色
6737,图黑色
6738,图卡其色
6739,海兰
6740,呢大衣NB112姜黄
6741,呢大衣NB112青柠檬
6742,蓝色上衣+半身裙
6743,白色罩衫
6744,红色长袖西装
6745,米色长袖西装
6746,蓝色花型
6747,黄色花型
6748,墨绿色DARK
6749,浅粉色PINK
6750,浅灰色LIGHT
6751,粉色小西装
6752,灰色小西装
6753,葡萄紫色
6754,黑色828
6755,侧边条纹
6756,牛仔蓝色
6757,花米驼
6758,万新紫
6759,浅绿花鸟
6760,浅紫碎花
6761,爱莎（紫色款）
6762,涂鸦（粉色款）
6763,涂鸦（白色款）
6764,小马（浅蓝款）
6765,浅蓝色裤子
6766,深蓝色上衣
6767,黑色上衣+裤子两件套
6768,卡其色上衣+裤子两件套
6769,孔雀蓝上衣+裤子两件套
6770,黑色T恤+卡其色裙子
6771,卡其色单裙子
6772,咖啡色单裙子
6773,白色单T恤
6774,黄色单T恤
6775,黑色单T恤
6776,黑色毛衣单件【春秋网红时髦流行】
6777,酒红色毛衣单件【闺蜜姐妹装】
6778,米白色毛衣单件【名媛小香风洋气】
6779,绿色三件套
6780,2.深蓝色
6781,10.黑色
6782,芥绿
6783,浅蓝三件套
6784,藏青三件套
6785,HLY-8825黑色
6786,HLY-8825白色
6787,米白蝴蝶中袖
6788,驼色蝴蝶中袖
6789,深蓝（长袖）
6790,浅灰杏
6791,浅色牛仔裤
6792,浅米009
6793,杏粉色424
6794,白条纹小西装
6795,黑条纹小西装
6796,白色+杏色马甲
6797,黑色+杏色马甲
6798,孔雀蓝+白色马甲
6799,【粉色】单件西装
6800,驼咖色
6801,米白色（送裹胸）
6802,锈红色（送裹胸）
6803,深灰（现货）
6804,卡色背带裤+短袖黑T
6805,卡色背带裤+短袖白T
6806,卡其色【单独背带裤】
6807,藤黄
6808,酒红上衣
6809,红砖色
6810,碧蓝色
6811,【灰色亮丝】衬衫+短裤
6812,【黑色亮丝】衬衫+短裤
6813,灰色现货
6814,米白色现货
6815,黑色（2XL码30天后发货）
6816,红色（2XL码30天后发货）
6817,单件绿格西装
6818,单件紫格西装
6819,Q-D-XZL2508-绿色
6820,Q-D-XZL2508-藏青色
6821,Q-D-XZL2508-红色
6822,黑色松紧哈伦牛仔裤
6823,宝蓝色松紧哈伦牛仔裤
6824,深蓝色松紧哈伦牛仔裤
6825,浅蓝色松紧哈伦牛仔裤
6826,黑色裙子+深蓝色马甲
6827,卡其色马甲+卡其色裙子
6828,1846灰色
6829,1846红色
6830,1846军绿
6831,黄色衬衣
6832,绿色衬衣
6833,黑色-短裤+
6834,白色-短裤+
6835,雾霾蓝（B0）
6836,浅杏色（I0）
6837,8929黑色单件长袖衬衫
6838,8929白色单件长袖衬衫
6839,薄荷绿预售
6840,琥珀
6841,藏蓝色套装
6842,宝蓝套装
6843,黑色西裤
6844,灰色西裤
6845,深蓝色西裤
6846,漆光银
6847,7055杏
6848,7055豆绿
6849,深牛仔蓝
6850,单件：灰色连衣裙
6851,单件：黑色连衣裙
6852,单件：藏青色连衣裙
6853,灰色（外套）
6854,白色（外套）
6855,丹红色
6856,浅瓜红
6857,深瓜红
6858,113-白色
6859,410-蓝色
6860,8046蓝色长裤
6861,3027黑色九分
6862,古绣红
6863,兰银紫
6864,灰格西装
6865,黑色套装【气质收身显瘦】
6866,酒红色套装【天猫优选好货】
6867,黄色（短袖）
6868,藕粉色（短袖）
6869,白色（短袖）
6870,黑衬衫+徽章
6871,藏蓝色两件套
6872,条纹衬衫单件
6873,黑色外套单件
6874,杏色真貉子大毛领
6875,焦糖真貉子大毛领
6876,黑色真貉子大毛领
6877,蓝色（有里布）
6878,桔红色（有里布）
6879,绿上衣+绿半身裙（送抹胸）
6880,白上衣+粉半身裙（送抹胸）
6881,黑色雪纺衬衫
6882,白色雪纺衬衫
6883,藏青雪纺衬衫
6884,黄色上衣+棕色裤子
6885,粉色字母
6886,青瓷绿
6887,黑雏菊
6888,蓝花朵
6889,优雅杏色【现货秒发】
6890,性感黑色【现货秒发】
6891,咖啡色三件套（衬衣+马甲+裤子）
6892,灰色三件套（衬衣+马甲+裤子）
6893,米白色马甲+黑色连衣裙
6894,蓝色马甲+白色连衣裙
6895,黑色衫
6896,米黄色（单件上衣）
6897,绿色（单件上衣）
6898,【白色】外套+西裙
6899,【浅蓝】外套+西裙
6900,【黑色】外套+西裙
6901,【粉色】外套+西裙
6902,单件灰色中袖西装
6903,单件蓝色中袖西装
6904,红黑格
6905,绿色开衫
6906,白色蕾丝
6907,红色上衣+黑色上衣
6908,蓝色裙
6909,灰色T
6910,SY6016咖啡格
6911,SY6016绿格
6912,魅力红色
6913,高贵白色
6914,优雅蓝色
6915,浅蓝色（18点前拍下当天发出）
6916,LT-826粉色
6917,LT-826黄色
6918,LT-826杏色
6919,黑【现货】
6920,绿【现货】
6921,米白【现货】
6922,黄【现货】
6923,单件--白色衬衫
6924,单件--蓝色衬衫
6925,D-YY20-38-黑灰色
6926,D-YY20-38-砂红色
6927,D-YY20-38-酒红色
6928,D-YY20-38-墨绿色
6929,极地白
6930,有氧绿
6931,若水蓝
6932,60983红色
6933,60983黄色
6934,黑色（100-200斤）
6935,肤色（100-200斤）
6936,砖红色上衣+裙子
6937,桃粉
6938,蓝色50
6939,梅子红
6940,黛绿
6941,西瓜红（配腰带）
6942,白色（配腰带）
6943,甜橙色
6944,淡雅黄
6945,藏青色(无货，勿拍！）
6946,（黑色）
6947,（紫色）
6948,61067白色+60392红色
6949,61067红色+60392黑色
6950,白粉拼接
6951,白蓝拼接
6952,黑色T恤+军绿色裤子
6953,黑色T恤+卡其色裤子
6954,米粉色
6955,60cm黑色醉美味儿围裙
6956,60cm白色醉美味儿围裙
6957,50cm拼粉围裙
6958,天蓝色(41)
6959,绿色(66)
6960,深花灰
6961,卡其上衣+卡其格子裙
6962,蓝色上衣+黑灰格子裙
6963,104-白色
6964,104-黑色
6965,104-橘色
6966,红绿
6967,灰色开衫
6968,杏底黑花
6969,幸福米
6970,古铜黑
6971,高级灰白
6972,咖褐色
6973,米粉
6974,蓝色常规款
6975,白色常规
6976,丝绒仙鹤-黑色
6977,丝绒仙鹤酒-红色
6978,绿豆色
6979,浅灰绿
6980,花朵抹胸
6981,短袖：蓝格子连衣裙
6982,短袖：灰格子连衣裙
6983,松香绿【#】
6984,月岩灰【#】
6985,米白色【#】
6986,灰米
6987,焦糖橘
6988,杏色格
6989,炫彩白色
6990,黑色129
6991,粉色128
6992,白色129
6993,杏花粉
6994,冰雪蓝
6995,X-FLD20229-皮粉色
6996,X-FLD20229-枣红色
6997,霞红
6998,暗绿（仅上衣）
6999,灰色（仅上衣）
7000,红茶（仅上衣）
7001,黑花（仅上衣）
7002,仙红
7003,暗紫（仅上衣）
7004,泥金
7005,芳粉色套装
7006,芳驼色套装
7007,芳米色套装
7008,向套装藏青色
7009,向套装皮红色
7010,向套装酒红色
7011,向套装焦糖色
7012,芳紫色套装
7013,渐变绿色
7014,渐变蓝色
7015,青柠绿-曜石黑
7016,曜石黑-时空灰
7017,珍珠白-曜石黑
7018,女神灰-火焰红
7019,驼色-火焰红
7020,60435花色
7021,粉色（两件套）
7022,藕粉（两件套）
7023,绿色（两件套）
7024,方领短款毛衣-紫色
7025,方领短款毛衣-橄榄绿
7026,粉色上衣+白色裙子
7027,儿童0019大红+灯笼裤
7028,儿童0019粉色+灯笼裤
7029,儿童0019薄荷绿+灯笼裤
7030,儿童0019玫红+灯笼裤
7031,儿童0019白色+灯笼裤
7032,单件白色开衫
7033,单件粉色开衫
7034,粉色波点003
7035,蓝色001
7036,绿底印花002
7037,红+黑套装
7038,绿+杏套装
7039,蓝色（不包括头饰）
7040,粉色（不包括头饰）
7041,695-粉色
7042,007-黑色
7043,雾霾兰
7044,8627灰色裤
7045,韩紫粉
7046,宫廷花（白鸭绒）
7047,黑底红花（白鸭绒）
7048,蜜瓜绿
7049,极光紫
7050,外套月光蓝
7051,黑色（衣+裙）
7052,灰色(羊毛混纺)
7053,黑色(100%羊毛)
7054,藏蓝色加白
7055,蓝灰上衣+杏色裙
7056,白色上衣+杏色裙
7057,J8633白色
7058,J8663黄色
7059,J8633绿色
7060,红上衣+黑裤子
7061,蓝上衣+白裤子
7062,花水兰
7063,粉紫770
7064,宝蓝色V领背心
7065,灰绿针织衫
7066,粉红针织衫
7067,卡其两件套
7068,灰紫色套装
7069,淡灰色
7070,黑上衣+黑裙
7071,卡上衣+卡裙
7072,亮红1299
7073,咖色格
7074,多彩绿花
7075,多彩橘花
7076,石楠灰
7077,雪花兰
7078,[R]蓝、天蓝
7079,[L]咖啡、驼色
7080,蓝色系
7081,杏色衬衫单件
7082,连帽白色上衣+卡其色裤子
7083,连帽黑色上衣+卡其色裤子
7084,连帽蓝色上衣+黑色裤子
7085,丹枫红色
7086,雪梨黄色
7087,黑色【针织衫洋气百搭衬衣】
7088,粉色【甜美网纱蝴蝶领上衣女气质女神范】
7089,中棕色067
7090,中红色087
7091,红色格
7092,正面黑色+反面红色
7093,正面蓝色+反面黑色
7094,正面粉色+反面黑色
7095,正面豆沙红+反面黑色
7096,威尼斯红
7097,深藏青
7098,黑马甲+白T恤
7099,杏马甲+黑T恤
7100,高贵紫
7101,燕麦色【有肩带抹胸】
7102,奶油橙【有肩带抹胸】
7103,奶油白【有肩带抹胸】
7104,黑色【有肩带抹胸】
7105,芋泥紫色抹胸
7106,杏色抹胸
7107,黑褐
7108,黑色+黑色长裤
7109,军绿色+黑色长裤
7110,深藏蓝869
7111,肉粉540
7112,杏仁米
7113,杏色格子
7114,杏色【送吊带】
7115,蓝色（现货）
7116,粉色波点连衣裙
7117,奶油杏色波点连衣裙
7118,白色组1
7119,蓝色组1
7120,暗酒红
7121,闪电蓝
7122,咖啡色豹纹
7123,黑豹纹
7124,朱红色
7125,奶白开衫
7126,藏青色毛衣
7127,红65
7128,夜绿41
7129,灰{上衣+吊带裙}
7130,黑{上衣+吊带裙}
7131,单件粉色西装
7132,天蓝色女款
7133,S85白色
7134,C39冠蓟紫色
7135,61061杏色
7136,61061绿色
7137,7802蓝色
7138,7803杏色
7139,7802黄色
7140,8129灰色
7141,8129薄荷绿
7142,8129黄色
7143,5826白色
7144,8032杏色
7145,8012蓝色
7146,紫色碎花连衣裙
7147,61022-白红色单裤子
7148,LJK00091-红色单上衣
7149,LJK00091-白色单上衣
7150,61022-黑白色单裤子
7151,南瓜棕
7152,咖啡黄
7153,黑色衬衫+黑色半身裙
7154,白色衬衫+黑色半身裙
7155,杏色【两件套】
7156,浅绿西装
7157,双层黑色
7158,双层卡其色
7159,漆红
7160,885#黑色（长袖）
7161,885#粉色（长袖）
7162,885#灰色（长袖）
7163,19601黑色小西装
7164,19601粉色小西装
7165,白色下裙
7166,长袖白色
7167,长袖兰色
7168,长袖绿色
7169,碎花波点裙
7170,波点裙+黑西装套装（预售5天）
7171,文艺蓝
7172,活力橘色
7173,蓝格D0488（超宽松款介意可拍小一码）
7174,紫格D0477（超宽松款介意可拍小一码）
7175,黑色皮裙
7176,裸色NUDE
7177,酱紫色
7178,绿颜色
7179,焦糖颜色
7180,黄颜色
7181,黑色两件套套装【休闲套装女】
7182,杏色两件套套装【秋季套装女】
7183,流沙金
7184,丁香紫色系1
7185,深蓝色（单连衣裙）
7186,白色（单连衣裙）
7187,紫色花
7188,水绿PG19
7189,内搭背心白+外穿长袖黑色
7190,内搭背心白+外穿长袖灰色
7191,酒红色【E05-422】套装
7192,豆沙色【E05-422】套装
7193,紫红色【E05-422】套装
7194,白上衣卡其裙
7195,绿上衣黑裙
7196,粉上衣黑裙
7197,桔上衣牛仔兰裙
7198,蓝色外套+裤子
7199,酒红配黑色
7200,米白色连衣裙
7201,魔力黑
7202,杏色蕾丝拼接衬衫
7203,白色蕾丝拼接衬衫
7204,黑色蕾丝拼接衬衫
7205,棕色格子
7206,咖啡T恤+白色豹纹裙子
7207,黑色T恤+咖啡豹纹裙子
7208,浅蓝色51
7209,浅水绿
7210,粉色（有内衬）
7211,黄色（有内衬）
7212,米白（有内衬）
7213,黑条西装+黑
7214,蓝条西装+蓝
7215,W2白色
7216,G3绿色
7217,58红拂色
7218,73湛蓝
7219,浅蓝色【九分】
7220,米白色【九分】
7221,淡紫色针织衫+浅蓝色裤子
7222,咖色针织衫+黑色裤子
7223,C8041玫红色
7224,C8041灰色
7225,305-樱花-H
7226,308-眼睛花-H
7227,306-蓝玫瑰-H
7228,浅黄驼
7229,灰米拼色
7230,蓝米拼色
7231,2067粉色西装
7232,2067黑色西装
