,ch_name
2660,9954黑色西装外套
2661,9953条纹衬衣
2662,藏青蓝
2663,黑色（加厚加棉）
2664,燕麦色（加厚加棉）
2665,SY6011绿格
2666,SY6011红格
2667,蓝色外套+蓝色半身裙
2668,白色外套+白色半身裙
2669,樱粉
2670,白配黑
2671,红配黑
2672,白配红
2673,黑20
2674,橄榄绿42
2675,墨绿打底衫+米白吊带裙
2676,卡其色打底衫+黑色吊带裙
2677,花紫色
2678,花藏青
2679,驼色外套
2680,焦糖色外套
2681,驼色（七日内发货）
2682,燕麦色（七日内发货）
2683,黑色（七日内发货）
2684,本白（现货）
2685,红色（现货）
2686,灰色长袖西装
2687,紫色长袖西装
2688,米卡其色
2689,高贵紫（现货）
2690,暗夜黑（现货妙发）
2691,纯白（现货）
2692,上青色
2693,白雪公主
2694,白衣黑半裙（ZD291）
2695,蓝衣白半裙（ZD291）
2696,红色（宽松版型）
2697,黄色（宽松版型）
2698,果绿色T恤
2699,杏色裤子
2700,军绿色裤子
2701,粉色裤子
2702,黑色套装（外套+短裤+吊带）
2703,灰色套装（外套+短裤+吊带）
2704,黑色熊
2705,咖色熊
2706,黑色抹胸+开衫
2707,白衣+银裙套装
2708,桔红衣+银裙套装
2709,绿色格子【送背心】
2710,红色格子【送背心】
2711,月季红
2712,043浅米
2713,鲜绿色卫衣
2714,米白卫衣
2715,亮桔色卫衣
2716,卡其靴裤
2717,黑色靴裤
2718,漂亮白
2719,红色短袖裙装
2720,绿色短袖裙装
2721,深蓝色短袖裙装
2722,白T+黑裤夏季薄款
2723,杏T+黑裤夏季薄款
2724,灰T+黑裤夏季薄款
2725,粉T+黑裤夏季薄款
2726,粉T+灰裤夏季薄款
2727,黑T+灰裤夏季薄款
2728,黑T+黑裤夏季薄款
2729,红T+黑裤夏季薄款
2730,单件灰色衬衫
2731,单件粉色裙子（Q23款）
2732,浅灰蓝色
2733,雪松红
2734,棕红
2735,碳灰
2736,68杏色
2737,42粉红
2738,杏色马甲+白色连衣裙
2739,绿色马甲+杏色连衣裙
2740,洋气橘【收藏加购送礼物】
2741,咖啡色【收藏加购送礼物】
2742,蜜桃粉【收藏加购送礼物】
2743,绿色短袖西装
2744,白色短袖西装
2745,黑卫衣+灰裙
2746,橘卫衣+杏裙
2747,紫红
2748,杏条
2749,红色（长袖）
2750,蓝色（长袖）
2751,黄色（长袖）
2752,红色上衣+黑色裤子
2753,黑色【正常版型】
2754,白色毛衣
2755,杏色棉服
2756,条纹黑
2757,条纹蓝
2758,磚紅
2759,桔粉
2760,蓝色字母
2761,藏青防蚊裤
2762,红色猫咪
2763,紫色字母
2764,桔
2765,浅卡其（现货）
2766,牛仔蓝（现货）
2767,卡其色上衣
2768,黑色焦糖边
2769,蓝色白边
2770,藏蓝色上衣
2771,莓粉
2772,虾青色
2773,咖啡上衣+黑裤
2774,绿上衣+白裤
2775,白上衣+蓝裤
2776,复古蓝九分
2777,黑色九分
2778,短袖_灰色外套+517薄裙子+送2060黑吊带
2779,短袖_黑色外套+517薄裙子+送2060白吊带
2780,浅灰格
2781,鹅黄格
2782,皮粉格
2783,杏色上衣+裙子
2784,黑色上衣+裙子
2785,蓝色组合
2786,玫瑰色
2787,【套装】上衣+白色背带裙
2788,【套装】上衣+黑色背带裙
2789,蓝色单上衣
2790,黑色单裤子
2791,咖啡色（升级加厚版）
2792,黑色（升级加厚版）
2793,西柚色（升级加厚版）
2794,圆领-酒红色
2795,V领-黑色
2796,米白色【收藏送运费险】
2797,黑色【收藏送运费险】
2798,红色【收藏送运费险】
2799,摩卡色（送腰带）
2800,驼色【夹棉加厚】
2801,黑色【夹棉加厚】
2802,卡其杏裙+上衣
2803,樱花粉裙+上衣
2804,极简白
2805,灰色（现货）
2806,白色(K0)
2807,米色(I0)
2808,黑色(A0)
2809,粉色马甲+杏色连衣裙
2810,白色马甲+蓝色连衣裙
2811,2544深灰色
2812,2544杏色
2813,白色连衣裙3318
2814,黑色连衣裙3318
2815,咖色马甲3317
2816,黄绿条
2817,黑白条
2818,糖果绿
2819,宝蓝提花
2820,糖果紫
2821,红色提花
2822,雾蓝提花
2823,蓝色迪士尼
2824,海藻蓝
2825,俏丽粉
2826,军咖绿
2827,墨绿色+黑色
2828,黑+黑色
2829,白色+黑色
2830,卡其格942
2831,黑白格923
2832,中黑格
2833,黑色武师服
2834,白色武师服
2835,深绿武师服
2836,藏蓝武师服
2837,粉色（长袖）
2838,墨绿色（长袖）
2839,杏色（长袖）
2840,黑T恤+格子裙
2841,白T恤+格子裙
2842,杏色半裙
2843,【酱紫
2844,【灰蓝
2845,黑外套+黑裤
2846,蓝外套+蓝裤
2847,浅蓝色套装
2848,白色上衣【单件】
2849,白色上衣+黑色裙裤
2850,米色上衣+咖色裙裤
2851,豆沙红（长袖）
2852,果绿色（长袖）
2853,粉色（加绒款）
2854,棕白条纹
2855,空白T恤偏小码-RHNZ-BT
2856,白色上衣碎花裙
2857,黑色上衣碎花裙
2858,桔色条纹
2859,黄色条纹
2860,皮粉色条纹
2861,黑马甲+白裙
2862,黑两件套
2863,灰两件套
2864,蓝色长款
2865,粉色长款
2866,橘红色套装
2867,D09金黄色GOLDEN
2868,A42本白Off
2869,绿色组1
2870,黑色上衣+黑色半身裙
2871,蓝色上衣+蓝色半身裙
2872,橘黄
2873,杏色（加绒款）
2874,米金色
2875,橘色T恤+牛仔裙
2876,黑色T恤+牛仔裙
2877,黄色T恤+牛仔裙
2878,白色【送吊带】
2879,黑色【送吊带】
2880,领带+上衣+格子裙+黑色开档袜
2881,领带+上衣+格子裙+肉色开档袜
2882,浅粉红160
2883,大红120
2884,DRSY723绿色
2885,DRSY723米黄色
2886,藏青色连衣裙（10天内发货）
2887,黑色（加绒）
2888,杏色（加绒）
2889,黑色上衣+灰色短裤
2890,白色上衣+黑色短裤
2891,绿上衣+绿裙
2892,紫上衣+紫裙
2893,粉上衣+粉裙
2894,黑上衣+黑裤
2895,暖米色
2896,云石绿
2897,图片色
2898,海军蓝59
2899,L10鲜果绿
2900,W00亮白
2901,B10子夜蓝
2902,杏色碎花
2903,黑色碎花
2904,藻绿
2905,星空蓝
2906,条纹背带裙粉色
2907,条纹背带裙黄色
2908,条纹背带裙红色
2909,浅兰
2910,杏色衬衫+皮粉色马甲
2911,蓝色衬衫+乳白色马甲
2912,橘子
2913,蓝白格
2914,红铁锈
2915,男女同款灰色单毛衣
2916,男女同款黑色单毛衣
2917,紫色100
2918,棕色060
2919,深褐色
2920,单件绿色马甲
2921,黑色+墨绿
2922,黑色+蓝色
2923,红色长袖西装外套+红色裤子
2924,黑色长袖西装外套+黑色裤子
2925,米色长袖西装外套+米色裤子
2926,20036驼色
2927,20036绿色
2928,20036黑色
2929,碎花连衣裙
2930,黑色毛衣
2931,红色西装外套
2932,黑色西装外套
2933,白色西装外套
2934,浅绿格
2935,灰色格
2936,粉色上衣+灰色裤子
2937,绿茶色
2938,沙漠黄
2939,黑色款
2940,米白色款
2941,清爽夏日白
2942,冷酷无情黑
2943,CH-黑色
2944,CH-灰色
2945,烟蓝
2946,浅花绿
2947,黑色挂脖上衣+微喇裤（两件套）
2948,白色挂脖上衣+微喇裤（两件套）
2949,咖杏色
2950,浅花驼色
2951,浓烈红
2952,米灰
2953,英伦咖啡
2954,黑色上衣+黑色短裤
2955,灰绿上衣+灰绿短裤
2956,米白上衣+米白短裤
2957,红色爱心
2958,金色中袖
2959,红色中袖
2960,白色上衣+黑色短裙
2961,黑色上衣+白色短裙
2962,花杏
2963,BJFL1990-黑色
2964,BJFL2015-藏青色
2965,BJFL1983-酒红色
2966,BJFL2016-天蓝色
2967,樱桃红色
2968,蓝白条纹
2969,ZSE06浅灰色
2970,ZSE06黑色
2971,ZSE06浅粉色
2972,ZSE06浅紫色
2973,深绿色卫衣
2974,B90藏蓝
2975,W20皓白
2976,L20柏绿
2977,中蓝色8520
2978,粉红色8340
2979,漂白色8100
2980,8129-藏青色
2981,8129-军绿色
2982,卡其色（khaki）
2983,黑色（Black）
2984,浅坨
2985,CFM-6855-C墨绿色（木耳边）
2986,CFM-6855-C红色（木耳边）
2987,红色【仅外套】
2988,绿色【仅外套】
2989,藏青【仅外套】
2990,黑色S
2991,淡绿色S
2992,绿色单排扣西装裙
2993,杏色单排扣西装裙
2994,尊贵蓝
2995,深咖啡色
2996,玫红蓝色
2997,玫红紫色
2998,139黑色常规
2999,139白色常规
3000,139杏色常规
3001,139粉色常规
3002,139深蓝常规
3003,灰色【两件套】
3004,亮羽兰
3005,JJ纯白
3006,LP烟灰
3007,BP大红
3008,LG灰蓝
3009,MO驼色
3010,雾霾色
3011,黑色上衣+裤子
3012,粉色上衣+裤子
3013,灰色上衣+裤子
3014,迷彩绿
3015,迷彩咖
3016,008黄色连衣裙
3017,008灰色连衣裙
3018,黑色外套+黑色吊带裙
3019,灰色外套+灰色吊带裙
3020,紫色外套+紫色吊带裙
3021,朴蓝
3022,黄格
3023,浅绿色衬衫
3024,香槟粉
3025,浅杏（现货）
3026,仅藏青色外套
3027,深卡色
3028,花朵
3029,绿色几何
3030,黄色几何
3031,单件：蓝条纹西裙
3032,单件：灰条纹西裙
3033,RJR-20201咖啡色
3034,RJR-20201豆绿色
3035,RJR-20201深灰色
3036,棕黄格
3037,凝咖色
3038,浅肉色
3039,黄色吊带+裤子+衬衫
3040,白色吊带+裤子+衬衫
3041,绿色吊带+裤子+衬衫
3042,米紫色
3043,A14淡粉色
3044,E47奥比绿色
3045,桔红色卫衣
3046,淡绿色卫衣
3047,灰色卫衣
3048,浅灰03
3049,黑色10
3050,淡粉
3051,白色T恤+白色长裤
3052,蓝色T恤+蓝色长裤
3053,黑-黄色
3054,黑-花色
3055,0505_驼色
3056,0106_桔红
3057,燕麦
3058,粉色6072
3059,奶白1504
3060,20133黑色
3061,8980花色
3062,2070紫色汉服
3063,AP浅梅红
3064,AN粉红
3065,LQ深灰
3066,BS锈红
3067,LO浅灰
3068,JK白米
3069,杏仁色
3070,青苹果
3071,SRF-9645白色系带
3072,SRF-9645黑色系带
3073,黑色波点
3074,橘红波点
3075,松兰
3076,羽毛蓝
3077,7100黑色
3078,7100赭红
3079,粉橙
3080,紫红色连衣裙_
3081,黑色连衣裙_
3082,柠檬黄色
3083,S-2706杏色
3084,S-2706黑色
3085,3008黄色
3086,3008红色
3087,红色衬衫+米白色半身裙
3088,黄色衬衫+米白色半身裙
3089,杏色衬衫+绿色半身裙
3090,青春白色
3091,百搭黑色
3092,油画粉碎花连衣裙
3093,油画蓝碎花连衣裙
3094,钴兰
3095,小雏菊-浅桔黄
3096,小雏菊-中国红
3097,碎花-卡其色
3098,玫红色上衣+黑色半身裙
3099,蓝紫色外套
3100,BLACK
3101,C-31绿色
3102,C-31黄色
3103,C-31蓝色
3104,C-31粉色
3105,蓝色上衣+白色牛仔裤
3106,白色上衣+浅蓝牛仔裤
3107,咖驼色
3108,绿黄色
3109,魔咖色
3110,灵驼
3111,黑色背带裙
3112,纯棉白色T恤
3113,烟草色
3114,磨砂黑
3115,经典黑色
3116,百搭灰色
3117,翡翠兰连衣裙
3118,云意白
3119,曦红
3120,牛仔绿
3121,A801桔色
3122,A802红色
3123,A802蓝色
3124,白色+黑裙子（2件套）
3125,黑色+格子裙（2件套）
3126,紫色裤子
3127,紫粉花
3128,蓝绿花
3129,A02黑色条纹（中长款）
3130,A02白色条纹（中长款）
3131,白色【商城正品】
3132,粉色【商城正品】
3133,浅绿色【商城正品】
3134,黑色【商城正品】
3135,红色t恤+红色半身裙
3136,蓝色t恤+蓝色半身裙
3137,卡其色裤子
3138,米色系
3139,珊瑚白
3140,枫叶黄
3141,宇宙黑
3142,绿色拼接连衣裙
3143,桔色拼接连衣裙
3144,浅米杏
3145,黑色长裙
3146,黄色长裙
3147,咖棕
3148,白外套
3149,粉红外套
3150,灰色防晒衣
3151,香槟色防晒衣
3152,藏青色连衣裙
3153,玫紫红
3154,米底树叶
3155,白底花蕾
3156,3225#灰色
3157,3225#黑色
3158,灰色卫衣+裤子
3159,黑色卫衣+裤子
3160,开衫后背镂空-白心
3161,水泥灰-金心（男女同码）
3162,开衫后背镂空-金心
3163,5627红色衬衫
3164,5627蓝色衬衫
3165,5627白色衬衫
3166,5627黑色衬衫
3167,直筒黑
3168,直筒深蓝
3169,直筒浅蓝
3170,直筒杏
3171,灰色（尺码偏大）
3172,黑色（尺码偏大）
3173,柚红色
3174,麻灰色
3175,黑灰色（无弹力款）
3176,蓝色（无弹力款）
3177,【单件】黑色连衣裙
3178,【单件】蓝色连衣裙
3179,皮粉+黑色
3180,黑色+紫红
3181,清洗绿
3182,2078红色
3183,2078黑色
3184,紫堇色
3185,灰色毛衣+白T恤
3186,绿色毛衣+白T恤
3187,卡其毛衣+白T恤
3188,绿色（不包含头饰）
3189,蓝色（不包含头饰）
3190,卡其色西装
3191,黑色两件套装
3192,灰色两件套装
3193,月牙白
3194,黑色900
3195,薄荷色402
3196,粉色101
3197,奶油色
3198,白色单裤子
3199,杏色单毛衣
3200,蓝色单毛衣
3201,藏蓝色（尺码宽腰带）
3202,黑色（尺码宽腰带）
3203,牛奶果绿
3204,515#蓝色
3205,515#粉色
3206,515#白色
3207,灰色连体裤
3208,黄色连体裤
3209,黑色连体裤
3210,檀褐色
3211,藏青色长袖亚麻西装
3212,白色长袖亚麻西装
3213,黑色-现货
3214,浓蓝色-现货
3215,黑色中袖连衣裙
3216,蓝色中袖连衣裙
3217,白色【关注店铺送礼物】
3218,灰色【关注店铺送礼物】
3219,红色【关注店铺送礼物】
3220,黑色【关注店铺送礼物】
3221,黑色卫衣+灰色背心裙
3222,橘色卫衣+卡其色背心裙
3223,1939黑色连衣裙
3224,1939墨绿色连衣裙
3225,渐变绿
3226,渐变红
3227,绿色衣
3228,蓝色裤
3229,白色衣
3230,裸粉色（实物偏粉一点）
3231,6102白色
3232,男黑女红
3233,豆绿色（预售）
3234,卡其色（预售）
3235,月光白
3236,浅色
3237,杏色裙子
3238,x杏色
3239,驼色两件套
3240,深灰色两件套
3241,K01黑色
3242,R01红色
3243,绿色（长袖）
3244,F5J7-红色
3245,P96L-花色
3246,黑色（现贷）
3247,夜空蓝
3248,戈壁黄
3249,白色碎花连衣裙
3250,蓝色碎花连衣裙
3251,灰蓝花
3252,橙色（T恤+背带裙）
3253,绿色（T恤+背带裙）
3254,粉色（T恤+背带裙）
3255,62004蓝色+CSJ00017白蓝色
3256,62004黄色+CSJ00017白黄色
3257,62004红色+CSJ00017白红色
3258,黑色七分袖
3259,白色七分袖
3260,粉色格
3261,灰青色
3262,灰蓝色衬衫
3263,咖色碎花
3264,黑色【两件套】
3265,蓝色块
3266,E56香脂绿色
3267,C15斑比粉色
3268,E12浅麻纱色
3269,绿相拼色
3270,蓝相拼色
3271,粉相拼色
3272,小草莓蓝色
3273,小草莓白色
3274,小草莓黄色
3275,小草莓粉色
3276,黄色（加绒）
3277,杏色(上衣)
3278,粉红色(上衣)
3279,气质白
3280,61087黑色
3281,61329蓝色
3282,黄色R03452
3283,杏色R03452
3284,【灰色】单件衬衫
3285,【白色】单件衬衫
3286,【蓝色】单件衬衫
3287,绿色510
3288,浅橙450
3289,吊带款浅蓝色
3290,吊带款香芋紫色
3291,金肤
3292,浅肤
3293,2265黑色
3294,2265粉色
3295,波斯蓝
3296,花咖
3297,皇家绿
3298,红拼蓝花
3299,黑拼红花
3300,黑拼绿花
3301,粉兔子
3302,蓝兔子
3303,米色013
3304,单件卡其格长袖西装
3305,单件粉格长袖西装
3306,J38浅牛仔蓝色
3307,60386白色
3308,60386黑色
3309,粉色上衣+杏色半裙
3310,黄色上衣+杏色半裙
3311,C19季浅粉色
3312,C39微蓝色
3313,浅绛色
3314,黑色Y8001A06900
3315,紫色Y8001A06900
3316,8083银灰蓝
3317,1266米萨粉
3318,1062中国红
3319,027黑色
3320,1305杏仁米
3321,2号色黑色
3322,3号色墨绿色
3323,1号色豆沙粉
3324,毛边蓝色
3325,毛边黑色
3326,灰色西装外套
3327,紫色卫衣
3328,花米
3329,靓白色
3330,靓军绿色
3331,显瘦黑色
3332,咖底黄花
3333,卡其_
3334,黑衬衫+黑裙
3335,白衬衫+黑裙
3336,绿色外套
3337,粉红色外套
3338,418驼色2
3339,215花灰色
3340,杏色毛呢外套（9839)
3341,粉色毛呢外套（9839）
3342,A06漂白色
3343,西瓜红色
3344,红棕03
3345,粉红04
3346,羽毛白
3347,棕色灯芯绒裤
3348,淡黄色卫衣
3349,白色开叉T恤
3350,粉色灯芯绒裤
3351,藏青花
3352,红粉
3353,灰花
3354,800黑色耳仔裤
3355,蓝格外套
3356,紫红格外套
3357,桔色【单件裙子】
3358,白色【单件上衣】
3359,花色【套装】
3360,黑色吊带裙+黑毛衣
3361,黑色吊带裙+白毛衣
3362,深焦糖色
3363,B1蓝色
3364,F1粉色
3365,浅蓝色53609#
3366,淡蓝
3367,白色上衣（单件）
3368,紫色半身裙（单件）
3369,黑色哥本哈根进口
3370,珍珠色哥本哈根进口
3371,银兰色哥本哈根进口
3372,夹花蓝
3373,蓝色【配腰带】
3374,烟灰色【配腰带】
3375,B款粉色
3376,B款黑加绿
3377,B款黑加桔
3378,砖红色毛衣S
3379,蓝底碎花S
3380,红底碎花S
3381,黑色蕾丝衫
3382,米白色蕾丝衫
3383,白色T恤+阔腿裤套装
3384,60789条纹上衣+阔腿裤两件套
3385,杏色（送吊带）
3386,白色（送吊带）
3387,树莓粉
3388,深灰格
3389,红蓝格子
3390,黄绿格子
3391,粉色【预售商品
3392,藏青色【预售商品
3393,卡其色【预售商品
3394,粉白
3395,蓝色碎花上衣
3396,粉色碎花上衣
3397,梦想蓝
3398,粉色连衣裙【微胖女生穿搭遮肚子】
3399,绿色连衣裙【梨型身材穿搭显瘦】
3400,401蓝色
3401,301绿色
3402,灰粉色
3403,红色奢华蕾丝花边
3404,粉色奢华蕾丝花边
3405,香槟色奢华蕾丝花边
3406,咸菜绿
3407,清新蓝
3408,绿色02
3409,红色01
3410,虾粉色（现货）
3411,蓝色【纯色款】
3412,黑色【纯色款】
3413,1869卡其
3414,1869灰色
3415,1869绿色
3416,1869黑色
3417,1869白色
3418,碧玉
3419,浅米黄
3420,裸粉
3421,暗黄色
3422,酡红色
3423,漆黑色
3424,咖色衬衫
3425,黑色（收藏+购送腰带）
3426,浅蓝色（收藏+购送腰带）
3427,黑色花
3428,优雅绿
3429,新褐绿
3430,霓凰紫
3431,布朗棕
3432,长款灯笼袖防晒紫
3433,长款灯笼袖防晒白
3434,长款灯笼袖防晒杏
3435,白色毛呢外套（1989P）
3436,粉色毛呢外套（1989P）
3437,1286仅绿色半身裙
3438,仅白色上衣
3439,Y906香槟色
3440,Y906珍珠白
3441,Y906肉桂粉
3442,Y906气质黑
3443,洪米白
3444,黑色裤裙
3445,树莓红绑带连衣裙
3446,燕麦色绑带连衣裙
3447,香芋紫草莓裙边【仿貂绒】
3448,玫红桃心
3449,红色彩边【仿貂绒】
3450,静谧黑
3451,樱花黄
3452,黑色背心
3453,灰色背心
3454,白色背心
3455,6229紫绿白条+5050背带裤
3456,牛仔浅蓝
3457,SH-011红色
3458,SH-011黑色
3459,SH-011白色
3460,SH-011紫色
3461,淡紫
3462,粉蜡兰
3463,玫粉
3464,曼越莓粉
3465,焦黄色
3466,浅咖啡格纹
3467,灰色格纹
3468,721杏色
3469,307秋香绿
3470,白色T恤+半身裙
3471,黑色T恤+半身裙
3472,银狐色
3473,绿色风衣外套
3474,蓝色风衣外套
3475,白色_J986
3476,黑色_D308
3477,蓝色_B151
3478,杏色_G665
3479,A-281绿色
3480,A-281蓝色
3481,绿拼白假两件吊带
3482,黑拼白假两件吊带
3483,灰色上衣+黑色裤子
3484,白色上衣+灰色裤子
3485,黄驼色
3486,卡其马甲
3487,褐马甲
3488,深灰马甲
3489,黑马甲
3490,绿色（裤子休闲裤安全打底裤短裤长裤西裤运动高腰阔腿连体哈伦裤工装裙裤宽松直筒背带女士牛仔裤韩版）
3491,黄色（t恤女短袖2020年新款女装上衣服打底衫夏装夏季欧洲站洋气小衫时尚纯棉宽松修套装网红减龄显瘦）
3492,白色（大码女装胖mm夏装短袖雪纺衫女上衣阔腿裤子两件套休闲运动套装女）
3493,黑色（休闲运动职业套装裙子套装2020年新款女两件套三件套赫本风小香风显高背带减龄上衣裤子连衣裙）
3494,粉红色（胖妹妹显瘦套装大码套装两件套洋气夏天时尚阔腿裤2020年夏季女装夏装遮肚子减龄显瘦藏肉时髦）
3495,蓝色套装(付款后30天内发货)
3496,鹅黄套装(付款后30天内发货)
3497,优雅米
3498,金橘色
3499,8002杏色风衣
3500,8002藏蓝色风衣
3501,8570#白色套装
3502,8570#黑色套装
3503,蓝色上衣+白色裙子
3504,白色上衣+黄色裙子
3505,琥珀色
3506,灰白
3507,大红（现货）
3508,深灰格长袖小西装
3509,浅灰格长袖小西装
3510,黑色上衣+白色半身裙
3511,深粉
3512,粉色上衣+粉色短裙
3513,绿色上衣+绿色短裙
3514,ZSZ306黑色
3515,ZSZ306粉色
3516,ZSZ306绿色
3517,（黑色）毛呢
3518,格子上衣+白色短裤
3519,男黑女黑
3520,蛋清色
3521,深灰色套装
3522,白色上衣+白色短裤
3523,红色上衣+红色碎花短裙
3524,杏色上衣+黑色碎花短裙
3525,G40烟灰色
3526,湖水蓝
3527,复古红
3528,悠兰杏
3529,摩卡灰
3530,布丁黄
3531,白色衬衫+咖色短裤
3532,灰色衬衫+白色短裤
3533,白色上衣+格子裙
3534,灰色上衣+格子裙
3535,海湾蓝
3536,玫瑰红色系
3537,酒红色系
3538,灰色系
3539,水红色
3540,米色两件套
3541,香槟色气质旗袍裙
3542,粉色气质旗袍裙
3543,赫本风白色连衣裙1
3544,赫本风黑色连衣裙1
3545,水墨蓝
3546,茶黄（三件套）
3547,牛油果绿（三件套）
3548,孔雀蓝（三件套）
3549,大红（三件套）
3550,米色Y0
3551,咖色C0
3552,白色打底T恤
3553,宝蓝色V领
3554,灰色上衣+背带裙
3555,白色上衣+背带裙
3556,红驼色
3557,白色西装外套+黑色西裤
3558,黑色西装外套+黑色西裤
3559,红色西装外套+红色西裤
3560,粉色西装外套+粉色西裤
3561,雅白米
3562,黄圆点
3563,深蓝色薄款
3564,06兰色
3565,04白色
3566,上衣-白色
3567,半身裙-蓝色
3568,2112酒红色
3569,2112红色
3570,杏色上衣+浅棕色裤子
3571,蓝色上衣+藏青裤子
3572,粉丝色
3573,粉色（短袖）
3574,蓝色（短袖）
3575,咖格色（推荐款）
3576,黑色（推荐款）
3577,白格8225
3578,黑格8225
3579,蓝色套装（带头巾，腰带）
3580,黄色套装（带头巾，腰带）
3581,红色套装（带头巾，腰带）
3582,绿色套装（带头巾，腰带）
3583,糖石白
3584,亮砖红
3585,613黑色小脚裤
3586,藏青色背带裤+白色背带裤
3587,白色上衣+黑色背带裤
3588,蓝色（高档专柜品质）
3589,黑色（高档专柜品质）
3590,1968浅蓝
3591,1968深色
3592,黄色（男女同款）
3593,红色（男女同款）
3594,536暗红
3595,869深藏蓝
3596,皮粉双面穿
3597,焦糖双面穿
3598,卡其花朵
3599,紫玫红针织衫
3600,嫩黄针织衫
3601,银蓝撞色
3602,黑紫撞色
3603,黑银撞色
3604,黑绿撞色
3605,黑蓝撞色
3606,黑橙撞色
3607,101米白
3608,黑色格子裤
3609,军绿上衣
3610,黑色套餐+黑罗口丝袜
3611,白色套装+白罗口丝袜
3612,嫩绿
3613,【单件】红色毛衣
3614,梨花杏
3615,橘衣+咖啡裤
3616,蓝衣+黑裤
3617,卡其衣+黑裤
3618,藏青衣+咖啡裤
3619,蓝底白花
3620,深蓝-433
3621,白色-110
3622,浅蓝浅绿
3623,浅红色
3624,02棕色
3625,YZSN9020#橘色
3626,YZSN9020#杏色
3627,YZSN9020#黄色
3628,YZSN9020#绿色
3629,YZSN9020#粉色
3630,YZSN9020#蓝色
3631,娇咖色毛领呢子大衣
3632,温柔杏色毛领呢子大衣
3633,咖色豹纹
3634,蓝色豹纹
3635,暖茶白
3636,芥黄色
3637,烘焙粉
3638,PP裤斑马粉色
3639,PP裤斑马蓝色
3640,萌狗狗黄色
3641,PP裤斑马青色
3642,恐龙米色
3643,紫玫红
3644,中花灰
3645,豆青色
3646,白色衬衫{送领带}
3647,蓝色西装
3648,【粉色】单件衬衫
3649,黑色【连体裤】
3650,红色【连体裤】
3651,单件：黑色西裙
3652,单件：藏青色西裙
3653,590粉色
3654,590绿色
3655,602粉紫
3656,590蓝色
3657,589酒红
3658,602桔色
3659,588紫色
3660,蛋黄色
3661,果黄
3662,黑颜色
3663,杏色+咖色吊带
3664,白色+黑色吊带
3665,烟雾紫
3666,松石绿
3667,浅卡其吊带裙
3668,S93浅惠蓝色
3669,E62随影绿色
3670,橘衣白裤
3671,红衣白裤
3672,红衣+黑裙
3673,(加绒加厚)蓝色
3674,(加绒加厚)黄色
3675,(加绒加厚)红色
3676,红杏873(腰围偏小，建议拍大一码)
3677,黑色090(腰围偏小，建议拍大一码)
3678,奶油杏
3679,牛油绿
3680,黑衣+白裙
3681,银亮色
3682,单件黑色上衣
3683,单件白色上衣
3684,黑色吊带+粉色开衫+粉色裤子
3685,黑色吊带+黑色开衫+黑色裤子
3686,淡褐色
3687,1255拼色(仅半身裙)
3688,1220黑色(仅半身裙)
3689,卡其色短裤
3690,深棕色短裤
3691,821夜幕黑
3692,617绿花
3693,蓝色衬衫单件
3694,深灰色T恤
3695,黑色西装马甲
3696,绿色西装马甲
3697,茉莉白
3698,靓丽黑
3699,兰灰
3700,G30夹花灰
3701,K40曜黑
3702,黑色（A01)
3703,麻灰色（F210)
3704,873普蓝
3705,薄雾灰
3706,云杉黄
3707,黑色字母T恤
3708,灰色字母T恤
3709,黑上衣+牛仔裤
3710,白上衣+牛仔裤
3711,藏青上衣+黑格裤子
3712,白色上衣+粉格裤子
3713,【单件】白色上衣
3714,【单件】碎花裙子
3715,国际蓝
3716,芒果黄
3717,变色绿
3718,粉色长袖外套+粉色小脚裤
3719,兰色长袖外套+兰色小脚裤
3720,绿色长袖外套+绿色小脚裤
3721,黄色【收藏加购送礼物】
3722,绿色【收藏加购送礼物】
3723,咖色西装
3724,白灰色吊带裙
3725,红棕
3726,复古深色-不破洞
3727,牛仔浅色
3728,红衣黑裤
3729,浅灰色（8分裤）
3730,浅蓝色（8分裤）
3731,61134红色
3732,61134黑色
3733,卡其绿色
3734,神秘黑
3735,蒂芙尼绿
3736,枫叶黄裙
3737,枫叶紫裙
3738,枫叶绿裙
3739,小菊花蓝裙
3740,蓝花蓝裙
3741,蓝花白裙
3742,桔色+米色
3743,紫色+深灰
3744,深灰+咖色
3745,咖色套装
3746,紫色D40
3747,黑色上衣+短裤套装
3748,白色上衣+短裤套装
3749,黄色毛衣+黑色裙子
3750,浅蓝色毛衣+白色裙子
3751,藏蓝色9485
3752,墨绿色9485
3753,复古黄格
3754,灰色卫衣+灰色背心+灰色裤子
3755,粉色卫衣+粉色背心+黑色裤子
3756,白色..-MV
3757,酒红色..-NSYJ
3758,蓝色..-CV
3759,红色..-WTYZ
3760,粉色（单马甲，不包含衬衫）
3761,蓝灰色（单马甲，不包含衬衫）
3762,黑米格
3763,红米格
3764,红色外套
3765,蓝色外套
3766,蓝色-BS508
3767,紫色-VS059
3768,黑色-KK001
3769,卡其色+皮带
3770,黑色+皮带
3771,30黄色
3772,003-乳白色
3773,099-黑色
3774,109黑裤+341黑上衣套装
3775,109黑裤+341白上衣套装
3776,灰蓝色连衣裙
3777,303灰色
3778,303黑橘色
3779,302黑色
3780,302黑红色
3781,302灰色
3782,孔蓝藏蓝领
3783,深灰红领
3784,藏蓝红领
3785,银灰红领
3786,暗红藏蓝领
3787,幻彩粉实样色
3788,雪白色1
3789,金咖
3790,人鱼姬粉
